jornada,equipo,Localía,partidos_jugados,goles_marcados_pp,goles_encajados_pp,victorias_pp,empates_pp,derrotas_pp,Amarillo_pp,Amarillo-Rojo_pp,Córners_pp,Duelos_pp,Faltas cometidas_pp,Fuera de juego_pp,Pases exitosos_pp,Pases ges._pp,Posesión de balón en %_pp,Rojo_pp,Tiros a puerta_pp
23,Athletic Club,0,23,1.565217391304348,0.8695652173913043,0.5217391304347826,0.34782608695652173,0.13043478260869565,1.8571428571428572,0.047619047619047616,5.333333333333333,46.303333333333335,13.380952380952381,1.619047619047619,80.80380952380953,390.3333333333333,48.434285714285714,0.09523809523809523,12.761904761904763
24,Athletic Club,1,24,1.5416666666666667,0.875,0.5,0.375,0.125,1.7727272727272727,0.045454545454545456,5.590909090909091,46.76272727272727,13.090909090909092,1.5454545454545454,80.89863636363636,389.59090909090907,48.27409090909091,0.09090909090909091,13.227272727272727
25,Athletic Club,0,25,1.76,0.88,0.52,0.36,0.12,1.7391304347826086,0.043478260869565216,5.6521739130434785,46.92652173913043,12.869565217391305,1.5217391304347827,80.94565217391305,391.95652173913044,48.673478260869565,0.08695652173913043,13.26086956521739
26,Athletic Club,1,26,1.6923076923076923,0.8846153846153846,0.5,0.34615384615384615,0.15384615384615385,1.75,0.041666666666666664,5.583333333333333,46.6175,12.75,1.5416666666666667,81.2275,392.5833333333333,48.92250000000001,0.08333333333333333,13.916666666666666
27,Athletic Club,0,27,1.6666666666666667,0.8888888888888888,0.48148148148148145,0.37037037037037035,0.14814814814814814,1.8,0.04,5.44,46.563199999999995,12.56,1.48,81.3348,395.28,48.964,0.08,13.96
28,Athletic Club,1,28,1.6428571428571428,0.8571428571428571,0.5,0.35714285714285715,0.14285714285714285,1.8076923076923077,0.038461538461538464,5.346153846153846,46.603846153846156,12.307692307692308,1.4615384615384615,81.32115384615385,395.84615384615387,49.16269230769231,0.07692307692307693,13.73076923076923
29,Athletic Club,0,29,1.5862068965517242,0.8275862068965517,0.4827586206896552,0.3793103448275862,0.13793103448275862,1.8148148148148149,0.037037037037037035,5.37037037037037,46.47629629629629,12.333333333333334,1.5185185185185186,81.07074074074073,391.6666666666667,48.90481481481482,0.07407407407407407,13.555555555555555
30,Athletic Club,1,30,1.5333333333333334,0.8,0.4666666666666667,0.4,0.13333333333333333,1.7857142857142858,0.03571428571428571,5.285714285714286,46.38428571428572,12.321428571428571,1.5357142857142858,81.26214285714286,396.10714285714283,49.260714285714286,0.07142857142857142,13.464285714285714
31,Athletic Club,0,31,1.5806451612903225,0.8064516129032258,0.4838709677419355,0.3870967741935484,0.12903225806451613,1.7586206896551724,0.034482758620689655,5.275862068965517,46.3348275862069,12.344827586206897,1.5172413793103448,81.35448275862069,394.6896551724138,49.13551724137931,0.06896551724137931,13.379310344827585
32,Athletic Club,1,32,1.53125,0.8125,0.46875,0.375,0.15625,1.8333333333333333,0.03333333333333333,5.333333333333333,46.457,12.333333333333334,1.5666666666666667,81.32233333333333,395.1333333333333,49.23833333333334,0.06666666666666667,13.366666666666667
33,Athletic Club,0,33,1.5151515151515151,0.7878787878787878,0.48484848484848486,0.36363636363636365,0.15151515151515152,1.8387096774193548,0.03225806451612903,5.193548387096774,46.403225806451616,12.419354838709678,1.5161290322580645,81.08387096774193,389.19354838709677,48.70935483870968,0.06451612903225806,13.03225806451613
34,Athletic Club,1,34,1.4705882352941178,0.7647058823529411,0.47058823529411764,0.38235294117647056,0.14705882352941177,1.8125,0.03125,5.125,46.26125,12.4375,1.59375,81.065,390.15625,48.7103125,0.0625,13.03125
35,Athletic Club,0,35,1.457142857142857,0.7428571428571429,0.4857142857142857,0.37142857142857144,0.14285714285714285,1.8181818181818181,0.030303030303030304,5.0606060606060606,46.2230303030303,12.454545454545455,1.5757575757575757,80.87878787878788,388.24242424242425,48.554545454545455,0.06060606060606061,12.727272727272727
36,Athletic Club,1,36,1.4722222222222223,0.7222222222222222,0.5,0.3611111111111111,0.1388888888888889,1.7941176470588236,0.029411764705882353,5.176470588235294,46.36794117647059,12.588235294117647,1.5294117647058822,80.92323529411765,389.3529411764706,48.83676470588235,0.058823529411764705,12.676470588235293
37,Athletic Club,1,37,1.4594594594594594,0.7027027027027027,0.5135135135135135,0.35135135135135137,0.13513513513513514,1.7428571428571429,0.02857142857142857,5.171428571428572,46.31914285714286,12.428571428571429,1.542857142857143,80.84428571428572,390.65714285714284,49.19571428571428,0.05714285714285714,12.571428571428571
38,Athletic Club,0,38,1.4210526315789473,0.7631578947368421,0.5,0.34210526315789475,0.15789473684210525,1.7222222222222223,0.027777777777777776,5.111111111111111,46.217777777777776,12.527777777777779,1.6388888888888888,80.91000000000001,391.3888888888889,49.11083333333333,0.05555555555555555,12.5
1,Atlético de Madrid,1,1,2.0,2.0,0.0,1.0,0.0,,,,,,,,,,,
2,Atlético de Madrid,0,2,2.5,1.0,0.5,0.5,0.0,3.0,0.0,3.0,49.37,12.0,2.0,87.39,571.0,53.21,0.0,9.0
3,Atlético de Madrid,0,3,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,2.0,0.0,2.0,50.82,11.5,2.0,87.475,506.5,48.92,0.0,10.0
4,Atlético de Madrid,1,4,1.5,0.5,0.5,0.5,0.0,1.3333333333333333,0.0,4.333333333333333,50.74666666666667,9.666666666666666,3.3333333333333335,87.68666666666667,528.3333333333334,52.32,0.0,15.0
5,Atlético de Madrid,0,5,1.8,0.4,0.6,0.4,0.0,1.25,0.0,3.75,53.7575,9.5,3.0,86.64,520.5,51.25,0.0,13.5
6,Atlético de Madrid,1,6,1.6666666666666667,0.5,0.5,0.5,0.0,1.2,0.0,4.4,53.146,9.6,2.6,86.338,514.6,51.574,0.0,13.6
7,Atlético de Madrid,1,7,1.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.0,1.0,0.0,4.333333333333333,54.44166666666666,10.0,2.6,84.83833333333332,496.5,50.76833333333334,0.0,13.0
8,Atlético de Madrid,0,8,1.5,0.5,0.5,0.5,0.0,1.1428571428571428,0.0,4.142857142857143,54.31,10.142857142857142,2.6,84.16,489.42857142857144,49.53142857142858,0.0,12.285714285714286
9,Atlético de Madrid,1,9,1.4444444444444444,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.0,1.375,0.0,4.25,53.615,10.25,2.5,84.6125,495.75,49.61125,0.125,12.25
10,Atlético de Madrid,0,10,1.6,0.6,0.5,0.5,0.0,1.4444444444444444,0.0,3.888888888888889,52.62222222222223,10.11111111111111,2.4285714285714284,83.50777777777779,474.0,48.19111111111111,0.1111111111111111,11.333333333333334
11,Atlético de Madrid,1,11,1.4545454545454546,0.6363636363636364,0.45454545454545453,0.45454545454545453,0.09090909090909091,1.8,0.0,4.3,52.96,10.5,2.125,83.747,481.9,49.21,0.1,12.6
12,Atlético de Madrid,0,12,1.5,0.5833333333333334,0.5,0.4166666666666667,0.08333333333333333,1.8181818181818181,0.0,4.818181818181818,51.88272727272727,9.909090909090908,2.0,83.16181818181818,483.3636363636364,49.58,0.09090909090909091,12.363636363636363
13,Atlético de Madrid,1,13,1.4615384615384615,0.5384615384615384,0.5384615384615384,0.38461538461538464,0.07692307692307693,1.75,0.0,5.166666666666667,50.98166666666666,10.166666666666666,1.9,83.25333333333333,486.5,50.057500000000005,0.08333333333333333,12.583333333333334
14,Atlético de Madrid,0,14,1.5,0.5714285714285714,0.5714285714285714,0.35714285714285715,0.07142857142857142,1.8461538461538463,0.0,4.923076923076923,50.136923076923075,10.615384615384615,1.8181818181818181,83.66846153846154,484.3076923076923,49.871538461538464,0.07692307692307693,12.307692307692308
15,Atlético de Madrid,1,15,1.7333333333333334,0.5333333333333333,0.6,0.3333333333333333,0.06666666666666667,2.0,0.0,4.928571428571429,49.975,11.142857142857142,1.9166666666666667,83.76642857142858,490.2857142857143,50.88,0.07142857142857142,12.214285714285714
16,Atlético de Madrid,0,16,1.875,0.6875,0.625,0.3125,0.0625,2.0,0.0,4.933333333333334,49.32733333333333,11.133333333333333,2.0,84.02666666666667,497.06666666666666,51.058,0.06666666666666667,12.266666666666667
17,Atlético de Madrid,0,17,1.8235294117647058,0.6470588235294118,0.6470588235294118,0.29411764705882354,0.058823529411764705,2.125,0.0,4.9375,49.40125,11.125,1.9285714285714286,84.0825,506.625,51.313125,0.0625,12.375
18,Atlético de Madrid,1,18,1.8333333333333333,0.6666666666666666,0.6666666666666666,0.2777777777777778,0.05555555555555555,2.176470588235294,0.0,5.117647058823529,49.67352941176471,11.235294117647058,1.8666666666666667,83.97705882352942,504.05882352941177,51.53588235294118,0.058823529411764705,12.294117647058824
19,Atlético de Madrid,0,19,1.7894736842105263,0.631578947368421,0.6842105263157895,0.2631578947368421,0.05263157894736842,2.1666666666666665,0.0,5.0,49.84888888888889,11.055555555555555,2.0,83.67333333333335,496.22222222222223,50.94111111111111,0.05555555555555555,11.88888888888889
20,Atlético de Madrid,1,20,1.7,0.65,0.65,0.25,0.1,2.210526315789474,0.0,4.947368421052632,49.886315789473684,10.894736842105264,1.9411764705882353,83.75210526315789,497.7894736842105,50.93157894736842,0.05263157894736842,11.736842105263158
21,Atlético de Madrid,0,21,1.6666666666666667,0.6666666666666666,0.6190476190476191,0.2857142857142857,0.09523809523809523,2.25,0.0,5.15,50.192,10.65,1.9444444444444444,83.9405,502.95,51.527499999999996,0.05,12.1
22,Atlético de Madrid,0,22,1.6818181818181819,0.6363636363636364,0.6363636363636364,0.2727272727272727,0.09090909090909091,2.3333333333333335,0.0,5.142857142857143,50.209047619047624,10.619047619047619,1.9444444444444444,84.10142857142857,505.6666666666667,51.74666666666667,0.047619047619047616,12.476190476190476
23,Atlético de Madrid,1,23,1.6521739130434783,0.6521739130434783,0.6086956521739131,0.30434782608695654,0.08695652173913043,2.3181818181818183,0.0,5.363636363636363,50.19954545454546,10.545454545454545,1.9473684210526316,84.19590909090908,502.40909090909093,51.75,0.045454545454545456,12.681818181818182
24,Atlético de Madrid,0,24,1.625,0.6666666666666666,0.5833333333333334,0.3333333333333333,0.08333333333333333,2.347826086956522,0.0,5.173913043478261,49.96608695652174,10.652173913043478,1.9,84.31608695652174,498.5652173913044,51.348260869565216,0.043478260869565216,12.565217391304348
25,Atlético de Madrid,1,25,1.68,0.64,0.6,0.32,0.08,2.375,0.0,5.041666666666667,50.286249999999995,10.541666666666666,1.8571428571428572,84.16666666666667,489.25,50.76583333333334,0.08333333333333333,12.416666666666666
26,Atlético de Madrid,0,26,1.6538461538461537,0.6153846153846154,0.6153846153846154,0.3076923076923077,0.07692307692307693,2.4,0.0,4.84,50.4708,10.76,1.8636363636363635,84.3204,491.36,50.7512,0.08,12.36
27,Atlético de Madrid,1,27,1.6296296296296295,0.6666666666666666,0.5925925925925926,0.2962962962962963,0.1111111111111111,2.3846153846153846,0.0,4.884615384615385,50.635,10.615384615384615,1.9565217391304348,84.30461538461539,490.38461538461536,50.723846153846154,0.07692307692307693,12.346153846153847
28,Atlético de Madrid,0,28,1.6428571428571428,0.7857142857142857,0.5714285714285714,0.2857142857142857,0.14285714285714285,2.3703703703703702,0.0,4.851851851851852,50.66555555555556,10.74074074074074,2.0416666666666665,84.29925925925926,490.22222222222223,51.01037037037037,0.1111111111111111,12.037037037037036
29,Atlético de Madrid,1,29,1.6206896551724137,0.7931034482758621,0.5517241379310345,0.3103448275862069,0.13793103448275862,2.3214285714285716,0.0,4.892857142857143,50.69285714285714,10.714285714285714,2.04,84.03857142857143,482.9642857142857,50.534642857142856,0.10714285714285714,11.857142857142858
30,Atlético de Madrid,1,30,1.6333333333333333,0.8,0.5666666666666667,0.3,0.13333333333333333,2.2758620689655173,0.0,4.827586206896552,50.66896551724138,10.827586206896552,2.1538461538461537,84.13137931034483,487.1034482758621,50.79379310344827,0.10344827586206896,11.89655172413793
31,Atlético de Madrid,0,31,1.7096774193548387,0.8387096774193549,0.5806451612903226,0.2903225806451613,0.12903225806451613,2.3333333333333335,0.0,4.9,50.53966666666667,10.866666666666667,2.1538461538461537,84.27533333333334,487.9,50.910333333333334,0.1,11.933333333333334
32,Atlético de Madrid,1,32,1.65625,0.84375,0.5625,0.28125,0.15625,2.2903225806451615,0.0,4.903225806451613,50.586774193548386,10.870967741935484,2.1481481481481484,84.5058064516129,490.96774193548384,50.990967741935485,0.0967741935483871,12.32258064516129
33,Atlético de Madrid,0,33,1.696969696969697,0.8181818181818182,0.5757575757575758,0.2727272727272727,0.15151515151515152,2.25,0.0,4.875,50.5371875,10.9375,2.107142857142857,84.4621875,491.90625,51.161875,0.09375,12.15625
34,Atlético de Madrid,1,34,1.6470588235294117,0.7941176470588235,0.5588235294117647,0.29411764705882354,0.14705882352941177,2.1818181818181817,0.0,4.909090909090909,50.61000000000001,10.848484848484848,2.103448275862069,84.5160606060606,488.45454545454544,50.93727272727273,0.09090909090909091,12.090909090909092
35,Atlético de Madrid,0,35,1.7142857142857142,0.7714285714285715,0.5714285714285714,0.2857142857142857,0.14285714285714285,2.176470588235294,0.0,4.911764705882353,50.92617647058824,10.911764705882353,2.033333333333333,84.44294117647058,487.6764705882353,51.21970588235294,0.08823529411764706,12.0
36,Atlético de Madrid,1,36,1.6666666666666667,0.8055555555555556,0.5555555555555556,0.2777777777777778,0.16666666666666666,2.1142857142857143,0.0,4.857142857142857,50.793142857142854,10.8,2.064516129032258,84.6377142857143,492.0571428571429,51.42428571428571,0.08571428571428572,12.028571428571428
37,Atlético de Madrid,0,37,1.7297297297297298,0.8108108108108109,0.5675675675675675,0.2702702702702703,0.16216216216216217,2.0833333333333335,0.0,4.861111111111111,50.878055555555555,10.805555555555555,2.125,84.74944444444445,493.0833333333333,51.71611111111111,0.08333333333333333,11.944444444444445
38,Atlético de Madrid,1,38,1.7894736842105263,0.7894736842105263,0.5789473684210527,0.2631578947368421,0.15789473684210525,2.054054054054054,0.0,4.918918918918919,50.836756756756756,10.837837837837839,2.121212121212121,84.75756756756758,492.05405405405406,51.557297297297296,0.08108108108108109,12.162162162162161
1,CA Osasuna,0,1,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,
2,CA Osasuna,0,2,1.0,0.5,0.5,0.5,0.0,3.0,0.0,6.0,52.14,14.0,1.0,75.96,441.0,56.84,0.0,16.0
3,CA Osasuna,1,3,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.5,0.0,5.5,48.61,12.0,1.0,75.61,366.0,51.705,0.0,15.5
4,CA Osasuna,0,4,1.25,1.75,0.5,0.25,0.25,1.6666666666666667,0.0,3.6666666666666665,51.45333333333334,11.0,1.3333333333333333,78.12333333333333,366.6666666666667,48.34,0.0,10.666666666666666
5,CA Osasuna,1,5,1.2,2.0,0.4,0.2,0.4,1.75,0.0,4.25,52.67,13.0,1.75,79.6025,381.5,48.675,0.0,10.5
6,CA Osasuna,0,6,1.3333333333333333,1.8333333333333333,0.5,0.16666666666666666,0.3333333333333333,2.0,0.0,4.2,52.714,13.4,1.4,75.412,346.8,46.676,0.0,9.4
7,CA Osasuna,1,7,1.1428571428571428,1.5714285714285714,0.42857142857142855,0.2857142857142857,0.2857142857142857,2.0,0.0,3.8333333333333335,52.105,13.666666666666666,1.6666666666666667,75.315,336.6666666666667,46.093333333333334,0.0,10.0
8,CA Osasuna,0,8,1.5,1.625,0.5,0.25,0.25,2.142857142857143,0.0,4.0,51.62571428571429,13.285714285714286,1.7142857142857142,75.42999999999999,336.42857142857144,46.42714285714286,0.0,9.857142857142858
9,CA Osasuna,1,9,1.4444444444444444,1.5555555555555556,0.4444444444444444,0.3333333333333333,0.2222222222222222,2.125,0.0,4.125,50.67875,13.25,2.75,74.33500000000001,319.125,44.62875,0.0,10.0
10,CA Osasuna,0,10,1.4,1.6,0.4,0.3,0.3,2.3333333333333335,0.0,3.888888888888889,51.40888888888889,12.88888888888889,2.4444444444444446,73.55666666666667,317.3333333333333,45.83777777777778,0.0,9.555555555555555
11,CA Osasuna,1,11,1.4545454545454546,1.4545454545454546,0.45454545454545453,0.2727272727272727,0.2727272727272727,2.3,0.0,4.5,51.083,12.8,2.6,73.924,320.3,46.521,0.0,10.5
12,CA Osasuna,0,12,1.4166666666666667,1.3333333333333333,0.5,0.25,0.25,2.4545454545454546,0.0,4.454545454545454,50.78272727272727,12.909090909090908,2.3636363636363638,73.30181818181819,305.8181818181818,45.29363636363637,0.09090909090909091,10.454545454545455
13,CA Osasuna,1,13,1.3076923076923077,1.5384615384615385,0.46153846153846156,0.23076923076923078,0.3076923076923077,2.3333333333333335,0.0,4.666666666666667,50.449999999999996,13.583333333333334,2.1666666666666665,73.55666666666667,307.8333333333333,45.596666666666664,0.08333333333333333,11.25
14,CA Osasuna,0,14,1.3571428571428572,1.5714285714285714,0.42857142857142855,0.2857142857142857,0.2857142857142857,2.3076923076923075,0.0,4.538461538461538,49.81230769230769,13.76923076923077,2.076923076923077,73.68230769230769,304.3076923076923,44.78692307692308,0.07692307692307693,10.538461538461538
15,CA Osasuna,1,15,1.3333333333333333,1.5333333333333334,0.4,0.3333333333333333,0.26666666666666666,2.5714285714285716,0.0,4.214285714285714,49.69571428571429,13.642857142857142,1.9285714285714286,73.62642857142858,305.5,44.70928571428572,0.07142857142857142,10.071428571428571
16,CA Osasuna,0,16,1.375,1.5625,0.375,0.375,0.25,2.466666666666667,0.0,4.0,49.78866666666667,13.733333333333333,1.8666666666666667,73.19200000000001,300.3333333333333,44.354000000000006,0.06666666666666667,9.866666666666667
17,CA Osasuna,1,17,1.2941176470588236,1.4705882352941178,0.35294117647058826,0.4117647058823529,0.23529411764705882,2.625,0.0,4.25,49.865625,13.6875,2.0,73.763125,309.5,45.1075,0.0625,10.25
18,CA Osasuna,0,18,1.2777777777777777,1.5,0.3333333333333333,0.3888888888888889,0.2777777777777778,2.5294117647058822,0.0,4.235294117647059,49.805294117647065,13.647058823529411,1.8823529411764706,74.39882352941176,319.11764705882354,45.739411764705885,0.058823529411764705,10.0
19,CA Osasuna,1,19,1.2105263157894737,1.4736842105263157,0.3157894736842105,0.3684210526315789,0.3157894736842105,2.388888888888889,0.0,4.222222222222222,50.025555555555556,13.444444444444445,1.9444444444444444,74.63277777777779,323.72222222222223,45.995,0.05555555555555555,9.777777777777779
20,CA Osasuna,0,20,1.2,1.45,0.3,0.4,0.3,2.3157894736842106,0.0,4.0,49.99473684210526,13.473684210526315,1.9473684210526316,75.19315789473684,334.2105263157895,46.16578947368421,0.05263157894736842,9.578947368421053
21,CA Osasuna,1,21,1.1904761904761905,1.4285714285714286,0.2857142857142857,0.42857142857142855,0.2857142857142857,2.35,0.0,4.1,50.218,13.25,1.95,75.53150000000001,336.9,46.4485,0.05,9.7
22,CA Osasuna,0,22,1.2272727272727273,1.4090909090909092,0.3181818181818182,0.4090909090909091,0.2727272727272727,2.35,0.0,4.1,50.218,13.25,1.95,75.53150000000001,336.9,46.4485,0.05,9.7
23,CA Osasuna,1,23,1.2173913043478262,1.391304347826087,0.30434782608695654,0.43478260869565216,0.2608695652173913,2.4285714285714284,0.0,4.0476190476190474,50.110476190476184,13.095238095238095,1.9047619047619047,75.68571428571428,334.76190476190476,46.17952380952381,0.047619047619047616,9.761904761904763
24,CA Osasuna,0,24,1.2083333333333333,1.375,0.2916666666666667,0.4583333333333333,0.25,2.5,0.0,4.363636363636363,50.220454545454544,13.0,1.8181818181818181,76.00727272727273,336.6818181818182,46.45272727272727,0.045454545454545456,10.181818181818182
25,CA Osasuna,1,25,1.16,1.36,0.28,0.44,0.28,2.5217391304347827,0.0,4.434782608695652,50.210869565217386,13.130434782608695,1.7826086956521738,76.39782608695653,337.39130434782606,46.38347826086956,0.043478260869565216,10.217391304347826
26,CA Osasuna,0,26,1.2307692307692308,1.4230769230769231,0.2692307692307692,0.46153846153846156,0.2692307692307692,2.5217391304347827,0.0,4.434782608695652,50.210869565217386,13.130434782608695,1.7826086956521738,76.39782608695653,337.39130434782606,46.38347826086956,0.043478260869565216,10.217391304347826
27,CA Osasuna,1,27,1.1851851851851851,1.4814814814814814,0.25925925925925924,0.4444444444444444,0.2962962962962963,2.5,0.0,4.375,50.105,13.0,1.875,76.7325,341.0,46.522083333333335,0.041666666666666664,10.25
28,CA Osasuna,0,28,1.1785714285714286,1.5,0.25,0.42857142857142855,0.32142857142857145,2.52,0.0,4.36,49.918800000000005,13.04,1.96,76.4848,336.32,45.89,0.04,10.0
29,CA Osasuna,1,29,1.1379310344827587,1.4482758620689655,0.2413793103448276,0.4482758620689655,0.3103448275862069,2.5,0.0,4.3076923076923075,49.652692307692305,13.26923076923077,1.9615384615384615,76.73,339.7692307692308,46.30307692307693,0.038461538461538464,10.076923076923077
30,CA Osasuna,1,30,1.1333333333333333,1.4333333333333333,0.23333333333333334,0.4666666666666667,0.3,2.4444444444444446,0.0,4.296296296296297,49.89148148148148,13.222222222222221,1.9259259259259258,76.6937037037037,338.3333333333333,46.11148148148148,0.037037037037037035,9.88888888888889
31,CA Osasuna,0,31,1.1612903225806452,1.4193548387096775,0.25806451612903225,0.45161290322580644,0.2903225806451613,2.4642857142857144,0.0,4.428571428571429,50.44642857142857,13.25,1.8928571428571428,76.69607142857144,336.39285714285717,46.13285714285714,0.03571428571428571,10.0
32,CA Osasuna,1,32,1.21875,1.4375,0.28125,0.4375,0.28125,2.4482758620689653,0.0,4.413793103448276,50.46689655172413,13.379310344827585,1.8620689655172413,76.9041379310345,332.37931034482756,45.80965517241379,0.034482758620689655,10.10344827586207
33,CA Osasuna,0,33,1.2121212121212122,1.393939393939394,0.30303030303030304,0.42424242424242425,0.2727272727272727,2.4,0.0,4.333333333333333,50.466,13.5,1.8,77.23233333333334,337.4,45.94566666666667,0.03333333333333333,10.133333333333333
34,CA Osasuna,1,34,1.2352941176470589,1.4705882352941178,0.29411764705882354,0.4117647058823529,0.29411764705882354,2.4516129032258065,0.0,4.32258064516129,50.23870967741936,13.516129032258064,1.8064516129032258,77.61387096774195,341.5483870967742,46.259032258064515,0.03225806451612903,10.096774193548388
35,CA Osasuna,1,35,1.2285714285714286,1.457142857142857,0.2857142857142857,0.42857142857142855,0.2857142857142857,2.40625,0.0,4.4375,50.23125,13.65625,1.8125,77.82781250000001,344.75,46.455625,0.03125,10.125
36,CA Osasuna,0,36,1.25,1.4166666666666667,0.3055555555555556,0.4166666666666667,0.2777777777777778,2.393939393939394,0.0,4.515151515151516,50.09515151515152,13.606060606060606,1.8181818181818181,77.93909090909092,343.969696969697,46.39090909090909,0.030303030303030304,10.303030303030303
